cnn,st_name,st_type,cnntext,the_geom
30080000,VAN NESS,AVE,30080000,POINT (-122.42155971569343 37.78708725150799)
28038000,32ND,AVE,28038000,POINT (-122.49246492728979 37.78291100465354)
27510000,FULTON,ST,27510000,POINT (-122.48097876561505 37.77271628222792)
23458000,TARAVAL,ST,23458000,POINT (-122.50033241815923 37.741958750828985)
26321000,WALLER,ST,26321000,POINT (-122.44276519416013 37.76966128299424)
22105000,GENEVA,AVE,22105000,POINT (-122.4466086501691 37.720724224108835)
32883000,CRAGMONT,AVE,32883000,POINT (-122.4676476355818 37.75074915890213)
27051000,DEVONSHIRE,WAY,27051000,POINT (-122.46121412403363 37.75449712983126)
20075000,QUESADA,AVE,20075000,POINT (-122.38025683890444 37.72699065647361)
24793000,BECKETT,ST,24793000,POINT (-122.40652694160153 37.79694387916008)
50693000,DORE,ST,50693000,POINT (-122.41158712344388 37.772775942936356)
33294000,POWHATTAN,AVE,33294000,POINT (-122.41119493179052 37.741394584367626)
20686000,DUNSHEE,ST,20686000,POINT (-122.39540341921567 37.736998916947066)
24045000,MARIPOSA,ST,24045000,POINT (-122.41217329043775 37.762915893632474)
50695000,BURNS,PL,50695000,POINT (-122.41492005178648 37.77172423693514)
22282000,BERKELEY,WAY,22282000,POINT (-122.43954904960104 37.738688422143014)
23389000,32ND,AVE,23389000,POINT (-122.48962023467703 37.7424374366982)
20896000,GIRARD,ST,20896000,POINT (-122.40608597387828 37.73097561833269)
25933000,BUCHANAN,ST,25933000,POINT (-122.42791371479599 37.776253667764585)
23474000,42ND,AVE,23474000,POINT (-122.50046423448234 37.74383217357169)
22627000,WESTWOOD,DR,22627000,POINT (-122.45819854238258 37.72572561867438)
24639000,03RD,ST,24639000,POINT (-122.403028193109 37.78702441843494)
50567000,ROSEMARY,CT,50567000,POINT (-122.48123487355505 37.737804239744555)
26975000,GREENWICH,ST,26975000,POINT (-122.44413832475493 37.79789938069255)
21350000,SAN JOSE,AVE,21350000,POINT (-122.42170442387729 37.74641224944954)
51050000,CHARLES,ST,51050000,POINT (-122.42446321332294 37.73808036662622)
20660000,NEWCOMB,AVE,20660000,POINT (-122.39041626393215 37.73559052078782)
21443000,LISBON,ST,21443000,POINT (-122.43790055537819 37.71631960184133)
20332000,TUCKER,AVE,20332000,POINT (-122.40589505537824 37.715929513972256)
22969000,DORANTES,AVE,22969000,POINT (-122.46622821371706 37.744967646086174)
24088000,MISSION,ST,24088000,POINT (-122.4184452705817 37.75223945501634)
54204000,JAUSS,ST,54204000,POINT (-122.4518614127845 37.80542644863279)
24000000,POTRERO,AVE,24000000,POINT (-122.4067997366994 37.75776205793454)
51559000,MERRIE,WAY,51559000,POINT (-122.51176155625497 37.78081392922582)
23574000,TERRY A FRANCOIS,BLVD,23574000,POINT (-122.38791681113483 37.76437937160734)
33176000,LANE,ST,33176000,POINT (-122.40032245656938 37.72042240435149)
30824000,LUPINE,AVE,30824000,POINT (-122.44961139151262 37.7840993884552)
22203000,JOSIAH,AVE,22203000,POINT (-122.45415512615992 37.71687510208209)
51224000,GORGAS,AVE,51224000,POINT (-122.45116677923512 37.80234830605938)
27586000,05TH,AVE,27586000,POINT (-122.46348316805529 37.784855819658546)
26371000,CENTRAL,AVE,26371000,POINT (-122.44459286268582 37.77508608719118)
28023000,30TH,AVE,28023000,POINT (-122.49036449034601 37.78363995656579)
20299000,BLANKEN,AVE,20299000,POINT (-122.40191474827523 37.71225086241316)
26875000,FILBERT,ST,26875000,POINT (-122.44227928774038 37.79718119307298)
21761000,AVALON,AVE,21761000,POINT (-122.4317671346564 37.72731067370763)
21453000,BRUNSWICK,ST,21453000,POINT (-122.44010845971209 37.711477169315806)
21945000,THOR,AVE,21945000,POINT (-122.43498485516032 37.73568219207582)
27923000,NORIEGA,ST,27923000,POINT (-122.5043333682537 37.75301153058232)
24996000,SACRAMENTO,ST,24996000,POINT (-122.40772718647423 37.793178301788174)
25880000,MARKET,ST,25880000,POINT (-122.43082439474308 37.766013731035684)
23994000,HARRISON,ST,23994000,POINT (-122.41219789240733 37.755832511345545)
22832000,YERBA BUENA,AVE,22832000,POINT (-122.46203920631459 37.736346527235156)
22629000,MIRAMAR,AVE,22629000,POINT (-122.4581913910825 37.724317535339146)
24711000,WASHINGTON,ST,24711000,POINT (-122.40167602578731 37.79571937945587)
23690000,DE HARO,ST,23690000,POINT (-122.40037372579641 37.75172360205775)
27892000,36TH,AVE,27892000,POINT (-122.4965984632161 37.78063338916519)
51324000,MASON,ST,51324000,POINT (-122.4674725556733 37.803664272014984)
52224000,UNNAMED 129,,52224000,POINT (-122.4842247279893 37.70835275447288)
23182000,TARAVAL,ST,23182000,POINT (-122.47462382916974 37.743096614659976)
25149000,LARKIN,ST,25149000,POINT (-122.41770674969415 37.78423573959854)
33123000,KIRKWOOD,AVE,33123000,POINT (-122.37223376749542 37.72778395672051)
34123000,GATEVIEW,AVE,34123000,POINT (-122.37559957770623 37.82966229666598)
33303000,MOJAVE,ST,33303000,POINT (-122.40895720586684 37.73885126105876)
50706000,ORANGE,ALY,50706000,POINT (-122.42011647534903 37.75244797843088)
24609000,MINNA,ST,24609000,POINT (-122.40148983525857 37.78582921417218)
23328000,COUNTRY CLUB,DR,23328000,POINT (-122.49712549104375 37.73154156864495)
25865000,MARKET,ST,25865000,POINT (-122.42685828990493 37.769042389580136)
33336000,DELTA,ST,33336000,POINT (-122.40802029145476 37.716508819775285)
25901000,WEBSTER,ST,25901000,POINT (-122.42899005162444 37.773247800590916)
22878000,CLAREMONT,BLVD,22878000,POINT (-122.46380395893142 37.74292725612013)
27198000,FULTON,ST,27198000,POINT (-122.45525254425061 37.77468690594449)
20213000,03RD,ST,20213000,POINT (-122.3901450508728 37.73639019468454)
26614000,POST,ST,26614000,POINT (-122.43472999231628 37.78494400598528)
22644000,VALDEZ,AVE,22644000,POINT (-122.45607682734871 37.73268906559766)
34089000,11TH TI,ST,34089000,POINT (-122.367651197732 37.82854179076121)
27472000,PARK PRESIDIO,BLVD,27472000,POINT (-122.47203954150184 37.77686823023786)
30724000,UNION,ST,30724000,POINT (-122.4080098250503 37.800586894340384)
22113000,NANTUCKET,AVE,22113000,POINT (-122.44076178254699 37.72795704154072)
50174000,STARK,ST,50174000,POINT (-122.40797251207786 37.797399953022286)
27306000,CLEMENT,ST,27306000,POINT (-122.47084599557023 37.78265240068584)
34147000,I-80 W OFF,RAMP,34147000,POINT (-122.36429427246627 37.8103758704446)
50560000,LINARES,AVE,50560000,POINT (-122.4627151815866 37.751613644743514)
24712000,SANSOME,ST,24712000,POINT (-122.40185339055272 37.79662616470789)
26824000,DIVISADERO,ST,26824000,POINT (-122.4408055729453 37.78987229625307)
26135000,20TH,ST,26135000,POINT (-122.4390334300749 37.757415489029846)
24021000,HAMPSHIRE,ST,24021000,POINT (-122.40830281346027 37.763121795229395)
23744000,18TH,ST,23744000,POINT (-122.39846120383477 37.76246286831595)
27943000,MORAGA,ST,27943000,POINT (-122.5086792845693 37.75469173459689)
33702000,ACTON,ST,33702000,POINT (-122.45234680667724 37.70821480435394)
21918000,SANCHEZ,ST,21918000,POINT (-122.4291162417985 37.74596004094579)
23175000,23RD,AVE,23175000,POINT (-122.47960169045885 37.737266045559146)
26134000,BURNETT,AVE,26134000,POINT (-122.44695035540461 37.756550398695275)
27442000,STOW LAKE,DR,27442000,POINT (-122.47327983287558 37.76705684600203)
30742000,MARKET,ST,30742000,POINT (-122.4125122560833 37.78047851219226)
21366000,LAPHAM,WAY,21366000,POINT (-122.42926866716732 37.70961477937011)
27481000,GEARY,BLVD,27481000,POINT (-122.47177545961853 37.78068110380626)
25599000,LEAVENWORTH,ST,25599000,POINT (-122.41908606809885 37.80780311751169)
21788000,LYELL,ST,21788000,POINT (-122.4319565989208 37.732993564561966)
28058000,SOUTH PARK,,28058000,POINT (-122.3940928369628 37.781691312710294)
22495000,FARALLONES,ST,22495000,POINT (-122.4625887247797 37.71402953870151)
26657000,FILLMORE,ST,26657000,POINT (-122.43473366334794 37.79334728494435)
21479000,CROSS,ST,21479000,POINT (-122.4431182544772 37.71339923042008)
23645000,19TH,ST,23645000,POINT (-122.39057336732819 37.761652312462985)
23872000,08TH,ST,23872000,POINT (-122.40542473456684 37.771296352790934)
26706000,FRANCISCO,ST,26706000,POINT (-122.42491880399514 37.803205508531725)
33751000,BAY SHORE,BLVD,33751000,POINT (-122.40356100989128 37.74776192188854)
34103000,13TH TI,ST,34103000,POINT (-122.37599580828055 37.8277189855933)
27939000,48TH,AVE,27939000,POINT (-122.50780484445391 37.75659875619766)
24237000,HARRISON,ST,24237000,POINT (-122.41304607931177 37.77005171852023)
24255000,BERWICK,PL,24255000,POINT (-122.40830955840966 37.77478712059927)
23539000,26TH,ST,23539000,POINT (-122.38960018537757 37.751446100082795)
22329000,AMBER,DR,22329000,POINT (-122.44530467098132 37.74562451473256)
20613000,WILLIAMS,AVE,20613000,POINT (-122.39807431023674 37.730037343743895)
52170000,I-280 TO HWY 101,RAMP,52170000,POINT (-122.4079001561709 37.739674096435344)
24932000,GOLDEN GATE,AVE,24932000,POINT (-122.4146831320502 37.78175909173194)
23696000,DE HARO,ST,23696000,POINT (-122.4005965059822 37.753344062136044)
50610000,COLON,AVE,50610000,POINT (-122.45559887271122 37.72845668662329)
24682000,PINE,ST,24682000,POINT (-122.40163761593413 37.79201832533784)
23370000,38TH,AVE,23370000,POINT (-122.49553217124448 37.734707960245665)
24663000,TILLMAN,PL,24663000,POINT (-122.40533698823745 37.78931631104497)
21084000,ELLSWORTH,ST,21084000,POINT (-122.41455885901235 37.73888148938177)
27150000,IRVING,ST,27150000,POINT (-122.4652448954913 37.76408377765027)
24377000,VALENCIA,ST,24377000,POINT (-122.42204381334463 37.76653957623379)
21073000,TOMPKINS,AVE,21073000,POINT (-122.41223939208567 37.73699956920218)
25779000,DIAMOND,ST,25779000,POINT (-122.43688639656779 37.75755673752708)
51123000,CHESTER,AVE,51123000,POINT (-122.47045188871925 37.713375090815056)
54352000,BRONTE,ST,54352000,POINT (-122.41032387346975 37.737469423671186)
23376000,36TH,AVE,23376000,POINT (-122.49377548275976 37.74038003565075)
20952000,AMHERST,ST,20952000,POINT (-122.41642631256971 37.72694270628521)
26990000,BAY,ST,26990000,POINT (-122.44155901918067 37.80205025992721)
22171000,MOUNT VERNON,AVE,22171000,POINT (-122.44810085579071 37.71828047505991)
27794000,MARTIN LUTHER KING JR,DR,27794000,POINT (-122.49835415045396 37.765141592085634)
26429000,SHRADER,ST,26429000,POINT (-122.45167593674213 37.768445525646115)
26661000,GREEN,ST,26661000,POINT (-122.43365790299845 37.796366642899926)
21741000,MISSION,ST,21741000,POINT (-122.43531257006235 37.72400490909975)
27350000,16TH,AVE,27350000,POINT (-122.4734949138262 37.759330647641846)
22720000,SARGENT,ST,22720000,POINT (-122.4698180279123 37.71609349600244)
54090000,03RD,ST,54090000,POINT (-122.38946668820078 37.76975714304089)
20863000,HAMILTON,ST,20863000,POINT (-122.4085286963613 37.723688007726196)
26496000,CLEARY,CT,26496000,POINT (-122.42643012661763 37.785061738041435)
54035000,CHANCERY,LN,54035000,POINT (-122.44241444839592 37.71659188507781)
26829000,LYON,ST,26829000,POINT (-122.44445802356826 37.782774664977644)
26223000,TWIN PEAKS,BLVD,26223000,POINT (-122.44720982950008 37.75404289115142)
27026000,BAY,ST,27026000,POINT (-122.44781957323683 37.801633207806375)
51414000,FUNSTON,AVE,51414000,POINT (-122.47220744826042 37.786641273430334)
22752000,FAIRFIELD,WAY,22752000,POINT (-122.46407042812982 37.7282531068896)
30759000,MARKET,ST,30759000,POINT (-122.42397338433274 37.77136900593821)
26033000,BAKER,ST,26033000,POINT (-122.44035770483802 37.770847434922246)
25273000,BURGOYNE,ST,25273000,POINT (-122.41700510786312 37.79562571456189)
22673000,KENWOOD,WAY,22673000,POINT (-122.46081551788927 37.72868093668656)
52300000,I-280 S ON,RAMP,52300000,POINT (-122.43491420166326 37.7320377362019)
51841000,DAVIDSON,AVE,51841000,POINT (-122.3710698336518 37.734061012484524)
21522000,OTTAWA,AVE,21522000,POINT (-122.44583507704823 37.715297796832076)
23265000,25TH,AVE,23265000,POINT (-122.48225063879997 37.744634180290326)
27103000,08TH,AVE,27103000,POINT (-122.46472068568067 37.75662969637764)
22259000,HAZELWOOD,AVE,22259000,POINT (-122.45504897982121 37.732237321968505)
51943000,DONNER,AVE,51943000,POINT (-122.36586992516492 37.70843192262568)
32986000,VISTA,LN,32986000,POINT (-122.44624479000181 37.75166941312738)
22090000,CAYUGA,AVE,22090000,POINT (-122.44419095532534 37.718470082422215)
24045000,ALABAMA,ST,24045000,POINT (-122.41217329043775 37.762915893632474)
24906000,STOCKTON,ST,24906000,POINT (-122.40668317153964 37.78803330647464)
33351000,POPE,ST,33351000,POINT (-122.44002456700724 37.708968580877674)
26472000,MCALLISTER,ST,26472000,POINT (-122.45296382525542 37.77575012936088)
23571000,18TH,ST,23571000,POINT (-122.38973281562797 37.76298610676803)
21313000,PROSPECT,AVE,21313000,POINT (-122.4200514584868 37.74146457692955)
35007000,OCTAVIA,ST,35007000,POINT (-122.42353498755134 37.772235814822565)
26329000,MASONIC,AVE,26329000,POINT (-122.44417211368817 37.76595947407735)
22354000,FOERSTER,ST,22354000,POINT (-122.44887577052477 37.73590767404815)
23402000,PACHECO,ST,23402000,POINT (-122.49013876823481 37.74989539254115)
24894000,POWELL,ST,24894000,POINT (-122.40785252027177 37.785491560259224)
50820000,EGBERT,AVE,50820000,POINT (-122.36763703972865 37.708464987507135)
21416000,CORDOVA,ST,21416000,POINT (-122.43584332061054 37.71226105688293)
27326000,MORAGA,ST,27326000,POINT (-122.4736833129899 37.756236808956174)
50721000,WATCHMAN,WAY,50721000,POINT (-122.39532434351204 37.75483309356386)
20910000,HALE,ST,20910000,POINT (-122.4107565367021 37.73147877443338)
23806000,STANFORD,ST,23806000,POINT (-122.39261308243113 37.78142288691519)
33360000,UNNAMED 068,,33360000,POINT (-122.44165951631996 37.711073370785094)
22481000,WILSON,ST,22481000,POINT (-122.46186515625575 37.70966296879384)
25472000,MASON,ST,25472000,POINT (-122.41335886198624 37.80440729296071)
51475000,ARGUELLO,BLVD,51475000,POINT (-122.45947564992757 37.78971055923288)
30048000,SANSOME,ST,30048000,POINT (-122.40055526366292 37.7902474047138)
26934000,COMMONWEALTH,AVE,26934000,POINT (-122.4557113268882 37.78397889106376)
50977000,MUNICH,ST,50977000,POINT (-122.43020555429497 37.716394127710714)
23538000,CESAR CHAVEZ,ST,23538000,POINT (-122.38850772951513 37.75020597505529)
27294000,BALBOA,ST,27294000,POINT (-122.46936101100633 37.776990327247134)
26861000,JACKSON,ST,26861000,POINT (-122.44282675807813 37.791418048181924)
51633000,MELROSE,AVE,51633000,POINT (-122.44832962402798 37.733811800836655)
33415000,JUNIPERO SERRA,BLVD,33415000,POINT (-122.47212510757119 37.72375411170996)
51940000,CARROLL,AVE,51940000,POINT (-122.37651147822692 37.71542035761205)
25553000,HYDE,ST,25553000,POINT (-122.41923294411988 37.80013393775017)
22650000,MIRAMAR,AVE,22650000,POINT (-122.45822249969736 37.73077738135695)
27537000,21ST,AVE,27537000,POINT (-122.480450628208 37.78028023822463)
35051000,MISSION BAY,BLVD,35051000,POINT (-122.39578269151399 37.77040781957746)
51174000,POPE,ST,51174000,POINT (-122.47500137142626 37.799200400399556)
51176000,WEDEMEYER,ST,51176000,POINT (-122.47335420985436 37.78749181755304)
21210000,EUGENIA,AVE,21210000,POINT (-122.41516877608746 37.74037697763553)
21792000,LAMARTINE,ST,21792000,POINT (-122.4330350162244 37.73055497118638)
33731000,JOHNSTONE,DR,33731000,POINT (-122.4531550792985 37.75831569744766)
26280000,COLE,ST,26280000,POINT (-122.44960021034663 37.76402657917833)
25032000,GRANT,AVE,25032000,POINT (-122.40682767764442 37.79690190556337)
23659000,22ND,ST,23659000,POINT (-122.39601276333607 37.757476983731976)
23756000,RHODE ISLAND,ST,23756000,POINT (-122.40207975172811 37.75967543217371)
51410000,SHAFTER,RD,51410000,POINT (-122.44782723334659 37.794544103760494)
27755000,40TH,AVE,27755000,POINT (-122.49897231304469 37.753248436386286)
24052000,HARRISON,ST,24052000,POINT (-122.41289876361594 37.76287322634365)
33027000,OTIS,ST,33027000,POINT (-122.42000832097341 37.770111448959106)
27469000,19TH,AVE,27469000,POINT (-122.47790014779224 37.77472998991082)
25045000,JACKSON,ST,25045000,POINT (-122.40907552032913 37.79572012618556)
23095000,SERRANO,DR,23095000,POINT (-122.47975355713044 37.719573059426246)
50240000,TRUETT,ST,50240000,POINT (-122.41186018296183 37.79398949604245)
21648000,BRAZIL,AVE,21648000,POINT (-122.43083311075229 37.72278422136929)
23747000,17TH,ST,23747000,POINT (-122.39966228681294 37.76495609450723)
21154000,CHAPMAN,ST,21154000,POINT (-122.41319022502049 37.74176125985221)
22920000,PORTOLA,DR,22920000,POINT (-122.46405169557902 37.73992076109842)
26556000,LAGUNA,ST,26556000,POINT (-122.42909226863542 37.79045949927246)
20892000,BURROWS,ST,20892000,POINT (-122.40805188814218 37.72779971177879)
20472000,GILMAN,AVE,20472000,POINT (-122.39562276054865 37.722431604087326)
50333000,ELM,ST,50333000,POINT (-122.43568731615127 37.77959039655986)
23968000,HAMPSHIRE,ST,23968000,POINT (-122.40775446389038 37.75770485616642)
26162000,DOUGLASS,ST,26162000,POINT (-122.43949132270886 37.76222686713383)
50187000,BROADWAY,,50187000,POINT (-122.41450140224208 37.79688970685579)
20793000,NEWCOMB,AVE,20793000,POINT (-122.39912410986703 37.74052854198673)
22203000,MONTANA,ST,22203000,POINT (-122.45415512615992 37.71687510208209)
51242000,LETTERMAN,DR,51242000,POINT (-122.45018716153696 37.7981433411651)
33609000,SOUTHWOOD,DR,33609000,POINT (-122.45951292596325 37.72552197567453)
51262000,SHERIDAN,AVE,51262000,POINT (-122.45851200233255 37.79894734920122)
54087000,SLOAT,BLVD,54087000,POINT (-122.47379988825661 37.73476488078196)
23371000,38TH,AVE,23371000,POINT (-122.49565879333848 37.73655814235988)
27363000,18TH,AVE,27363000,POINT (-122.4757965628985 37.759879433811676)
20647000,WATERVILLE,ST,20647000,POINT (-122.40202616793546 37.731023921412564)
22928000,ULLOA,ST,22928000,POINT (-122.46582902415172 37.74089197514917)
25199000,POLK,ST,25199000,POINT (-122.41983309072465 37.78635895140376)
25622000,GUERRERO,ST,25622000,POINT (-122.42306213682652 37.75437519832865)
21932000,ROANOKE,ST,21932000,POINT (-122.43134892088933 37.73661789391127)
20502000,THOMAS,AVE,20502000,POINT (-122.39207295536725 37.73085518301594)
26202000,TEMPLE,ST,26202000,POINT (-122.4433590545365 37.76199660500902)
27113000,11TH,AVE,27113000,POINT (-122.46764262803826 37.752756209132876)
30028000,HYDE,ST,30028000,POINT (-122.41910554731113 37.79948227460391)
22020000,NOE,ST,22020000,POINT (-122.43155665055764 37.748229475265795)
22710000,DE SOTO,ST,22710000,POINT (-122.46658847768698 37.721665770137946)
24503000,MAIN,ST,24503000,POINT (-122.39185829030995 37.789369267761884)
27014000,MARINA,BLVD,27014000,POINT (-122.4456500638356 37.8053684668004)
27741000,LINCOLN,WAY,27741000,POINT (-122.49333078441049 37.76473291240687)
24061000,VIRGIL,ST,24061000,POINT (-122.41538857991637 37.74920615583509)
26253000,CLARENDON,AVE,26253000,POINT (-122.45505238905747 37.75511628897371)
25477000,BEACH,ST,25477000,POINT (-122.41068505013325 37.80789213301332)
26427000,FREDERICK,ST,26427000,POINT (-122.45294703353456 37.766374073924254)
25982000,14TH,ST,25982000,POINT (-122.43340825761878 37.76746158347413)
51365000,WRIGHT,LOOP,51365000,POINT (-122.47349262915904 37.798060118589625)
21697000,CRAUT,ST,21697000,POINT (-122.42838994544005 37.7307887431194)
54191000,ROSA PARKS,LN,54191000,POINT (-122.42429926350964 37.76734223406117)
22733000,ALVISO,ST,22733000,POINT (-122.4687302317001 37.72362554092203)
22781000,MERCEDES,WAY,22781000,POINT (-122.47031827510956 37.72715538683414)
25594000,JEFFERSON,ST,25594000,POINT (-122.41580242498232 37.80821405391191)
24145000,19TH,ST,24145000,POINT (-122.41920604378316 37.76023535503214)
24177000,16TH,ST,24177000,POINT (-122.42123959382516 37.764956459624706)
33483000,GONZALEZ,DR,33483000,POINT (-122.4791854855047 37.71637522300867)
34037000,AVENUE H,,34037000,POINT (-122.36719422596461 37.821116180669215)
26946000,CLAY,ST,26946000,POINT (-122.45376896494281 37.7882283062364)
25213000,GEARY,BLVD,25213000,POINT (-122.4230275522463 37.78548224374223)
20392000,LELAND,AVE,20392000,POINT (-122.4129601363331 37.714063184642946)
51044000,SUNRISE,WAY,51044000,POINT (-122.41551859141777 37.70957921364698)
23831000,03RD,ST,23831000,POINT (-122.39584349903086 37.78132125718613)
23397000,31ST,AVE,23397000,POINT (-122.48893645802535 37.74807800890589)
23052000,FUENTE,AVE,23052000,POINT (-122.47802682143893 37.720113752191786)
24170000,MISSION,ST,24170000,POINT (-122.41966897270271 37.76505133731235)
21666000,MAYNARD,ST,21666000,POINT (-122.42379763922192 37.72950940801175)
21251000,ELSIE,ST,21251000,POINT (-122.41981794916501 37.73930712517178)
25737000,NOE,ST,25737000,POINT (-122.43179399727148 37.75062834363387)
22653000,MONTEREY,BLVD,22653000,POINT (-122.45869630093533 37.730838175486305)
25714000,SANCHEZ,ST,25714000,POINT (-122.43026020788281 37.75715468183028)
51163000,MONTE VISTA,DR,51163000,POINT (-122.47543026529868 37.728002727269924)
33020000,SANTA YNEZ,AVE,33020000,POINT (-122.4386840079833 37.7238093246607)
23166000,SLOAT,BLVD,23166000,POINT (-122.47945964793071 37.734532536387334)
20894000,BRUSSELS,ST,20894000,POINT (-122.40707296733048 37.730717724797394)
20315000,DESMOND,ST,20315000,POINT (-122.40480341543945 37.7116105817499)
26443000,KEZAR,DR,26443000,POINT (-122.45528974629961 37.77092965948171)
22164000,JOOST,AVE,22164000,POINT (-122.44729678264241 37.73233344007249)
27867000,39TH,AVE,27867000,POINT (-122.49931886927922 37.77375088889039)
24286000,MOSS,ST,24286000,POINT (-122.4088326775239 37.778415534903345)
26372000,CENTRAL,AVE,26372000,POINT (-122.44477989143753 37.776016591544284)
21903000,FAIR OAKS,ST,21903000,POINT (-122.4236772193335 37.74871093046616)
21465000,GUTTENBERG,ST,21465000,POINT (-122.44300041207063 37.709934609728236)
23528000,CESAR CHAVEZ,ST,23528000,POINT (-122.3856160068065 37.7503827756952)
24148000,SAN CARLOS,ST,24148000,POINT (-122.41997494651429 37.76018891019443)
27539000,21ST,AVE,27539000,POINT (-122.4805900156538 37.78221231255332)
26770000,LOMBARD,ST,26770000,POINT (-122.43769470544335 37.79963392994704)
22678000,DARIEN,WAY,22678000,POINT (-122.46152436260904 37.72931859928305)
32978000,PORTOLA,DR,32978000,POINT (-122.4436162989348 37.749776948066255)
20375000,SCHWERIN,ST,20375000,POINT (-122.41223274652647 37.70861467856002)
25433000,GREEN,ST,25433000,POINT (-122.41393101584447 37.79888755258188)
22177000,SAN MIGUEL,ST,22177000,POINT (-122.4491622110509 37.718690293253786)
24439000,LARKIN,ST,24439000,POINT (-122.41694760509041 37.78047034136012)
20964000,SILLIMAN,ST,20964000,POINT (-122.41890005161765 37.7276266209753)
22517000,PALMETTO,AVE,22517000,POINT (-122.46616069453879 37.710682253885864)
23706000,MADERA,ST,23706000,POINT (-122.39783019907088 37.75589826888373)
27289000,09TH,AVE,27289000,POINT (-122.4674876526983 37.7808797147765)
26018000,15TH,ST,26018000,POINT (-122.43950184015839 37.76657552476933)
25824000,CASTRO,ST,25824000,POINT (-122.43547195264857 37.76572747345375)
20371000,SCHWERIN,ST,20371000,POINT (-122.41134900258211 37.710604522537096)
33337000,ALBERTA,ST,33337000,POINT (-122.4099395016065 37.71627919919123)
26023000,LLOYD,ST,26023000,POINT (-122.43505231423553 37.76989839434992)
24926000,TAYLOR,ST,24926000,POINT (-122.41113980108946 37.785074596514754)
20731000,MADDUX,AVE,20731000,POINT (-122.39834225940712 37.73431133124037)
24101000,VALENCIA,ST,24101000,POINT (-122.42066480114872 37.75210364576697)
50629000,LONGVIEW,CT,50629000,POINT (-122.44991955518458 37.748169879669966)
33434000,ALEMANY,BLVD,33434000,POINT (-122.4637849435265 37.711527137710924)
26747000,FILLMORE,ST,26747000,POINT (-122.43586632019293 37.79895185008022)
21102000,BERNAL HEIGHTS,BLVD,21102000,POINT (-122.41006822414126 37.74174500767473)
23340000,34TH,AVE,23340000,POINT (-122.49132051832146 37.73532701869584)
27628000,LAKE,ST,27628000,POINT (-122.4726257903175 37.786314806530186)
20257000,THOMAS MELLON,DR,20257000,POINT (-122.39268916199862 37.70909465730953)
33530000,MORNINGSIDE,DR,33530000,POINT (-122.4915598987576 37.73378145538742)
20155000,JENNINGS,ST,20155000,POINT (-122.3869842017921 37.72891865614491)
33553000,TERRA VISTA,AVE,33553000,POINT (-122.44366589307096 37.78140156682865)
21281000,ESMERALDA,AVE,21281000,POINT (-122.41797647924334 37.74344717088158)
24801000,DAVIS,ST,24801000,POINT (-122.39888266277345 37.79982888756334)
51257000,UNNAMED 145,,51257000,POINT (-122.45971911850486 37.798117541937934)
54115000,UNNAMED 192,,54115000,POINT (-122.38976458253192 37.71113655230035)
33606000,SAN JUAN,AVE,33606000,POINT (-122.44096795752161 37.726688712472885)
25031000,JACK KEROUAC,ALY,25031000,POINT (-122.4069446290532 37.79746897334347)
20608000,EGBERT,AVE,20608000,POINT (-122.39926974072635 37.726780184192464)
24383000,ERIE,ST,24383000,POINT (-122.42003209086704 37.769045445969525)
50372000,WEBSTER,ST,50372000,POINT (-122.42827480822965 37.76970112235412)
24151000,LEXINGTON,ST,24151000,POINT (-122.42050683286932 37.75854472134376)
33857000,PALM,LN,33857000,POINT (-122.42606957250315 37.77075024992441)
22354000,LOS PALMOS,DR,22354000,POINT (-122.44887577052477 37.73590767404815)
22944000,WAWONA,ST,22944000,POINT (-122.46966702241792 37.73850527339023)
22029000,GOLD MINE,DR,22029000,POINT (-122.43807573928572 37.74281950830073)
27704000,SUNSET,BLVD,27704000,POINT (-122.49535768575291 37.75527635585837)
21469000,ROLPH,ST,21469000,POINT (-122.44037032792104 37.71522275976432)
26531000,BUCHANAN,ST,26531000,POINT (-122.43016838201481 37.787440825346614)
51987000,SADDLEBACK,DR,51987000,POINT (-122.42700313875248 37.70803040804399)
25634000,QUANE,ST,25634000,POINT (-122.42497694410997 37.756669643495336)
27007000,BAKER,ST,27007000,POINT (-122.44653029168832 37.80141778720563)
24281000,HARRIET,ST,24281000,POINT (-122.40769108300833 37.77931846070062)
27413000,KIRKHAM,ST,27413000,POINT (-122.48222116265096 37.75959572352215)
27511000,CABRILLO,ST,27511000,POINT (-122.48111286328036 37.774583378638525)
23708000,23RD,ST,23708000,POINT (-122.40062568243282 37.75462871609493)
26183000,CORBETT,AVE,26183000,POINT (-122.44466535895592 37.75785439142136)
24986000,COMMERCIAL,ST,24986000,POINT (-122.40622047929556 37.79383175337686)
22291000,MANGELS,AVE,22291000,POINT (-122.44660096584111 37.73307698456392)
23916000,06TH,ST,23916000,POINT (-122.40337073829706 37.77671470045384)
21258000,PATTON,ST,21258000,POINT (-122.42311698520548 37.73735790451665)
27160000,JUDAH,ST,27160000,POINT (-122.46832100525152 37.76208111288747)
26446000,HAYES,ST,26446000,POINT (-122.45428511657029 37.772895178149774)
33418000,INGLESIDE,PATH,33418000,POINT (-122.46362807528315 37.724956143988706)
34170000,CHINA BASIN,ST,34170000,POINT (-122.39128424800649 37.7718971767506)
23348000,ULLOA,ST,23348000,POINT (-122.48949003790852 37.74056913108416)
24199000,BRYANT,ST,24199000,POINT (-122.40696828977063 37.77252626999495)
