cnn,st_name,st_type,cnntext,the_geom
27504000,GEARY,BLVD,27504000,POINT (-122.4783048795083 37.780381191604896)
26995000,BEACH,ST,26995000,POINT (-122.44193961103437 37.8039165279925)
20869000,HAMILTON,ST,20869000,POINT (-122.4090274318368 37.724884265243205)
27735000,JUDAH,ST,27735000,POINT (-122.495749378862 37.760874016722966)
23449000,WAWONA,ST,23449000,POINT (-122.50208403112464 37.7362763248447)
54103000,PIERPOINT,LN,54103000,POINT (-122.38764907685247 37.769866603869865)
21823000,MURRAY,ST,21823000,POINT (-122.42503468919693 37.733548050668475)
25024000,SAINT LOUIS,ALY,25024000,POINT (-122.40708368112251 37.79597058403082)
27740000,33RD,AVE,27740000,POINT (-122.49225762445428 37.76477952357703)
21661000,STONEYBROOK,AVE,21661000,POINT (-122.4225033531514 37.729261991371146)
21733000,ITALY,AVE,21733000,POINT (-122.43877121256479 37.718118881743614)
25720000,18TH,ST,25720000,POINT (-122.43057356789376 37.7611554765341)
25645000,SANCHEZ,ST,25645000,POINT (-122.42950008575589 37.74996450216982)
28028000,31ST,AVE,28028000,POINT (-122.49148051260144 37.784224772694984)
51222000,THORNBURG,RD,51222000,POINT (-122.45150785341939 37.80186159518096)
24406000,STEVENSON,ST,24406000,POINT (-122.42174766522886 37.77164182314221)
33243000,SILVERVIEW,DR,33243000,POINT (-122.39583187750127 37.73426310542455)
20846000,MANSELL,ST,20846000,POINT (-122.40797692641739 37.71973600126907)
22551000,BEVERLY,ST,22551000,POINT (-122.47157204497431 37.71612607163438)
21547000,FARRAGUT,AVE,21547000,POINT (-122.44930866694352 37.70994620340873)
25563000,POLK,ST,25563000,POINT (-122.42233694982271 37.79876157913162)
23418000,QUINTARA,ST,23418000,POINT (-122.49483674770245 37.74781712175072)
21099000,PERALTA,AVE,21099000,POINT (-122.40877593887481 37.742379200140086)
21973000,CHENERY,ST,21973000,POINT (-122.43639982142949 37.734909711732776)
24524000,FOLSOM,ST,24524000,POINT (-122.39564546673027 37.78637893682411)
20579000,WILDE,AVE,20579000,POINT (-122.40212121173508 37.7161345018923)
27540000,22ND,AVE,27540000,POINT (-122.48165989362242 37.78216042203887)
25057000,BROADWAY,,25057000,POINT (-122.4086188457302 37.797627562145024)
25220000,SUTTER,ST,25220000,POINT (-122.42340359320778 37.78733916350713)
33423000,HEAD,ST,33423000,POINT (-122.46398156922848 37.722327034686316)
27952000,IRVING,ST,27952000,POINT (-122.50713019721199 37.762237598896945)
24440000,LARKIN,ST,24440000,POINT (-122.41714561229907 37.781447494921714)
25724000,LANDERS,ST,25724000,POINT (-122.42756044872603 37.76457441717079)
22301000,MOLIMO,DR,22301000,POINT (-122.44780949916107 37.7373184789538)
24964000,OPHIR,ALY,24964000,POINT (-122.41273584734355 37.78774113684835)
35001000,MULLEN,AVE,35001000,POINT (-122.40613100136676 37.74516767278916)
30039000,BROADWAY,,30039000,POINT (-122.4022286397495 37.79842970163974)
27214000,EDWARD,ST,27214000,POINT (-122.45863789524375 37.77800834967235)
22943000,SANTA ANA,AVE,22943000,POINT (-122.46830960851456 37.73741714794375)
27578000,ARGUELLO,BLVD,27578000,POINT (-122.45927952751951 37.78691387046707)
30754000,MARKET,ST,30754000,POINT (-122.42218643886308 37.77290912253796)
27441000,CROSSOVER,DR,27441000,POINT (-122.47736283019857 37.766062486691474)
25709000,CUMBERLAND,ST,25709000,POINT (-122.42812628313635 37.758890496614704)
20582000,ANKENY,ST,20582000,POINT (-122.40355492413656 37.718336652750246)
26186000,EAGLE,ST,26186000,POINT (-122.44433434616082 37.75859229799922)
26591000,POST,ST,26591000,POINT (-122.43136639689706 37.78537264716919)
32887000,12TH,AVE,32887000,POINT (-122.46835074757146 37.74707099061489)
24715000,GOLD,ST,24715000,POINT (-122.40246197319065 37.79680663386507)
27682000,31ST,AVE,27682000,POINT (-122.48945874118523 37.75554066887411)
24116000,ALVARADO,ST,24116000,POINT (-122.4214765213321 37.75446561992144)
21513000,ELLINGTON,AVE,21513000,POINT (-122.4432559655765 37.71504205433242)
33438000,ALEMANY,BLVD,33438000,POINT (-122.45515782834133 37.710696661596856)
51982000,ALPHA,ST,51982000,POINT (-122.40407866149819 37.71419578498362)
26485000,ROSSI,AVE,26485000,POINT (-122.4560506624453 37.77749934479738)
33360000,BRUNSWICK,ST,33360000,POINT (-122.44165951631996 37.711073370785094)
25230000,LEAVENWORTH,ST,25230000,POINT (-122.41555908621048 37.790254299207895)
24334000,GOLDEN GATE,AVE,24334000,POINT (-122.41386560415222 37.78186333897974)
24359000,PLUM,ST,24359000,POINT (-122.41964545818925 37.77100577229248)
23133000,MIDDLEFIELD,DR,23133000,POINT (-122.48627418940495 37.732237985146405)
22948000,ULLOA,ST,22948000,POINT (-122.46763053564119 37.74150308917056)
20188000,HUDSON,AVE,20188000,POINT (-122.38227934905845 37.73363179411619)
21315000,HEYMAN,AVE,21315000,POINT (-122.42069262472397 37.74219092481688)
51367000,WASHINGTON,BLVD,51367000,POINT (-122.47779748709651 37.79920129167341)
27342000,20TH,AVE,27342000,POINT (-122.47768021321255 37.756060578548876)
27342000,MORAGA,ST,27342000,POINT (-122.47768021321255 37.756060578548876)
24126000,18TH,ST,24126000,POINT (-122.41499861706689 37.76209916131512)
32850000,36TH,AVE,32850000,POINT (-122.49526346520926 37.769967004211665)
24423000,10TH,ST,24423000,POINT (-122.41652513705867 37.77576414458136)
24886000,MISSION,ST,24886000,POINT (-122.40716438300716 37.78219072128835)
24822000,GREEN,ST,24822000,POINT (-122.40260412429619 37.8003071297797)
21210000,ANDERSON,ST,21210000,POINT (-122.41516877608746 37.74037697763553)
25844000,CLINTON,PARK,25844000,POINT (-122.42447501739787 37.76914818140444)
25631000,DOLORES,ST,25631000,POINT (-122.4254571801157 37.7550290791248)
30771000,BELDEN,ST,30771000,POINT (-122.4038687163591 37.791734984885245)
21437000,NEWTON,ST,21437000,POINT (-122.43805871625882 37.71202136875471)
22663000,DORADO,TER,22663000,POINT (-122.46078656856466 37.72606583706072)
21137000,BRYANT,ST,21137000,POINT (-122.4088252799884 37.749600640639066)
23036000,JOSEPHA,AVE,23036000,POINT (-122.47750075056557 37.716014226418174)
50861000,LANE,ST,50861000,POINT (-122.38365643514415 37.738908278886555)
23869000,DIVISION,ST,23869000,POINT (-122.40303775917226 37.76982865754814)
20182000,FAIRFAX,AVE,20182000,POINT (-122.38155774047206 37.73812291590503)
27244000,05TH,AVE,27244000,POINT (-122.46307618037383 37.77913861196045)
20896000,SILLIMAN,ST,20896000,POINT (-122.40608597387828 37.73097561833269)
24611000,AMBROSE BIERCE,ST,24611000,POINT (-122.40080859463178 37.78769894722778)
26400000,OFARRELL,ST,26400000,POINT (-122.44751798259071 37.7810695113725)
51962000,EGBERT,AVE,51962000,POINT (-122.37203479444472 37.71098787942186)
21990000,DIAMOND HEIGHTS,BLVD,21990000,POINT (-122.43583957628674 37.74015348137007)
34186000,MISSION BAY,DR,34186000,POINT (-122.39861749213651 37.76939086550331)
20790000,WATERLOO,ST,20790000,POINT (-122.40557092810643 37.73915518858793)
22873000,ULLOA,ST,22873000,POINT (-122.46275899887048 37.74077476896082)
33629000,MCKINNON,AVE,33629000,POINT (-122.3985745962615 37.74114185459092)
26650000,WEBSTER,ST,26650000,POINT (-122.43291757560121 37.792679914579594)
26140000,SEWARD,ST,26140000,POINT (-122.44079780570426 37.75902487410101)
22348000,DAWNVIEW,WAY,22348000,POINT (-122.44764149140336 37.74806999365942)
24011000,18TH,ST,24011000,POINT (-122.40915675507443 37.761817316186324)
21156000,ELLSWORTH,ST,21156000,POINT (-122.4144465064973 37.74155242902444)
20490000,KEITH,ST,20490000,POINT (-122.39223549566296 37.72622242064728)
27434000,IRVING,ST,27434000,POINT (-122.48569889083606 37.763184097236305)
24542000,01ST,ST,24542000,POINT (-122.3970347954944 37.789332652596585)
23418000,SUNSET,BLVD,23418000,POINT (-122.49483674770245 37.74781712175072)
35004000,MASONIC,AVE,35004000,POINT (-122.44270261835949 37.76533295650164)
21362000,BROOKDALE,AVE,21362000,POINT (-122.42455038823819 37.710101860406404)
33556000,JEAN,WAY,33556000,POINT (-122.44930252685629 37.78081706635688)
23912000,FARGO,PL,23912000,POINT (-122.40307595705087 37.774708859204615)
51200000,RAWLES,ST,51200000,POINT (-122.4485648005882 37.79551858142786)
50355000,FILBERT,ST,50355000,POINT (-122.40078027419302 37.802437590911495)
34019000,FITZGERALD,AVE,34019000,POINT (-122.39503576785124 37.72309244775664)
50264000,OPAL,PL,50264000,POINT (-122.41027910386524 37.782949963941434)
30822000,RICHARDSON,AVE,30822000,POINT (-122.44621301640592 37.79981804653482)
24515000,HARRISON,ST,24515000,POINT (-122.39626240142083 37.78344075320179)
35078000,WHIPPLE,ST,35078000,POINT (-122.44749722137324 37.71057422832482)
35045000,KENSINGTON,WAY,35045000,POINT (-122.46205790472784 37.74315775973729)
27344000,21ST,AVE,27344000,POINT (-122.47874437357056 37.75601365434051)
33224000,JENNINGS,CT,33224000,POINT (-122.39677573958299 37.71750855590298)
23219000,SLOAT,BLVD,23219000,POINT (-122.48201408195938 37.73441984112339)
23890000,I-280 SOUTHBOUND,,23890000,POINT (-122.4009815676145 37.77480877591955)
23131000,EUCALYPTUS,DR,23131000,POINT (-122.48530150388598 37.73094609243574)
26077000,DIVISADERO,ST,26077000,POINT (-122.43874018345986 37.7796596300796)
23358000,SLOAT,BLVD,23358000,POINT (-122.49225935503826 37.73405809920499)
25676000,GUERRERO,ST,25676000,POINT (-122.42364130764466 37.759967376070946)
24032000,ALABAMA,ST,24032000,POINT (-122.4117061173702 37.760382859212825)
30741000,MARKET,ST,30741000,POINT (-122.41198536938543 37.78095176343744)
33020000,CAYUGA,AVE,33020000,POINT (-122.4386840079833 37.7238093246607)
22767000,DARIEN,WAY,22767000,POINT (-122.46609295815811 37.73205251625684)
22899000,LOPEZ,AVE,22899000,POINT (-122.46268716667862 37.74851381215764)
24054000,HARRISON,ST,24054000,POINT (-122.41300268373614 37.76409086136731)
33083000,MARIN,ST,33083000,POINT (-122.4035372925845 37.74811811053394)
24106000,VALENCIA,ST,24106000,POINT (-122.42081213588655 37.75370309366744)
24392000,JESSIE,ST,24392000,POINT (-122.42111007334591 37.77168007422738)
21200000,RICHLAND,AVE,21200000,POINT (-122.41675951998013 37.7356046654994)
23651000,TENNESSEE,ST,23651000,POINT (-122.389851959979 37.76426021540491)
50707000,SEVERN,ST,50707000,POINT (-122.4270999180337 37.7541252878049)
24403000,DUBOCE,AVE,24403000,POINT (-122.42236481914847 37.76986769802793)
26025000,HAIGHT,ST,26025000,POINT (-122.43537298286338 37.7714794845858)
25731000,16TH,ST,25731000,POINT (-122.42977056700265 37.76444075304223)
21837000,SAN JOSE,AVE,21837000,POINT (-122.42413709639716 37.74033565459699)
50664000,HILLCREST,CT,50664000,POINT (-122.45329101815604 37.7361408625216)
25003000,POWELL,ST,25003000,POINT (-122.4089762747308 37.79108900173695)
33442000,BERTITA,ST,33442000,POINT (-122.43982755766291 37.719125460886794)
51491000,VETERANS,DR,51491000,POINT (-122.50372818921466 37.78153080645916)
32898000,SUNSET BLVD ON,RAMP,32898000,POINT (-122.49372324277161 37.7331153726274)
25274000,LEAVENWORTH,ST,25274000,POINT (-122.41665275479644 37.79567005110666)
23809000,LUSK,ST,23809000,POINT (-122.39428935607873 37.778833011786965)
34090000,12TH TI,ST,34090000,POINT (-122.36762388479141 37.8292240913366)
54350000,LEE,AVE,54350000,POINT (-122.45410150348086 37.72399385677694)
22957000,CLAREMONT,BLVD,22957000,POINT (-122.46430234910521 37.74162542599044)
50348000,ELM,ST,50348000,POINT (-122.43651483247713 37.77946055827746)
27329000,MORAGA,ST,27329000,POINT (-122.47446370584923 37.75620235111144)
28191000,LUNDYS,LN,28191000,POINT (-122.4182005253642 37.74491245967242)
51368000,CENTRAL MAGAZINE,RD,51368000,POINT (-122.4766108585016 37.797515125534666)
22960000,MONTALVO,AVE,22960000,POINT (-122.46416111993891 37.74444465772049)
51263000,SHERIDAN,AVE,51263000,POINT (-122.45824043575529 37.7988101871826)
54102000,FIFTH,ST,54102000,POINT (-122.39255057797251 37.76767779314901)
25967000,WEBSTER,ST,25967000,POINT (-122.43004726532494 37.77885092816297)
51561000,FORT MILEY 7,,51561000,POINT (-122.50563448343978 37.782061097808004)
32880000,15TH,AVE,32880000,POINT (-122.47271682356353 37.75628156406918)
22548000,CHESTER,AVE,22548000,POINT (-122.47047182767612 37.71496844391552)
25501000,ROACH,ST,25501000,POINT (-122.414950071734 37.80163063343562)
50090000,HAYWARD,ST,50090000,POINT (-122.40740843818092 37.77374739444373)
27810000,30TH,AVE,27810000,POINT (-122.48956811067184 37.77198163463666)
20164000,HUDSON,AVE,20164000,POINT (-122.37697385575443 37.733616344656845)
25887000,HERMANN,ST,25887000,POINT (-122.42842618004917 37.77045176036168)
26555000,FRANKLIN,ST,26555000,POINT (-122.4250573045613 37.79552657793107)
21520000,DICHIERA,CT,21520000,POINT (-122.44621443665024 37.71261639826212)
30023000,HYDE,ST,30023000,POINT (-122.42092665510746 37.80852289149771)
27404000,LAWTON,ST,27404000,POINT (-122.48530663051945 37.757589336525164)
25667000,22ND,ST,25667000,POINT (-122.42996167585746 37.75476123058959)
24504000,MAIN,ST,24504000,POINT (-122.39340793904329 37.790612670455495)
22091000,MOUNT VERNON,AVE,22091000,POINT (-122.44580753799055 37.71708022882403)
26617000,ELLIS,ST,26617000,POINT (-122.43827152445 37.78162121300301)
52139000,HWY 101 S ON,RAMP,52139000,POINT (-122.39965481323196 37.717542659396905)
27706000,36TH,AVE,27706000,POINT (-122.4949516848968 37.75716387233146)
22679000,MONTEREY,BLVD,22679000,POINT (-122.46173659848252 37.730022031135235)
50954000,YALE,ST,50954000,POINT (-122.41555772979403 37.72222621364442)
21048000,CRESCENT,AVE,21048000,POINT (-122.41306863346645 37.73470059805456)
24162000,LAPIDGE,ST,24162000,POINT (-122.42225824779833 37.76005095914526)
22201000,WILLIAR,AVE,22201000,POINT (-122.45232929661144 37.71995941802575)
23363000,35TH,AVE,23363000,POINT (-122.4924709060064 37.7370690397571)
21430000,NAPLES,ST,21430000,POINT (-122.4374858412493 37.712373420675256)
33713000,CHURCH ACCESS,RD,33713000,POINT (-122.48030151285249 37.71453961643905)
28163000,ROBINHOOD,DR,28163000,POINT (-122.45992679040519 37.7371153198635)
28260000,CLEARFIELD,DR,28260000,POINT (-122.49076132385562 37.72974543362783)
26238000,PANORAMA,DR,26238000,POINT (-122.45111404532273 37.75255649082475)
24897000,EDDY,ST,24897000,POINT (-122.40930917956707 37.78434926941532)
20471000,03RD,ST,20471000,POINT (-122.39594382766934 37.72171588045725)
22821000,TERRACE,WALK,22821000,POINT (-122.46313558981939 37.73702335605411)
30753000,GOUGH,ST,30753000,POINT (-122.4219412475072 37.77303605102174)
33724000,SLOAT,BLVD,33724000,POINT (-122.49044354483546 37.73405049698353)
20433000,SANTOS,ST,20433000,POINT (-122.41828342092425 37.71234914692258)
20438000,GILMAN,AVE,20438000,POINT (-122.39001968467693 37.71929846583674)
22522000,RANDOLPH,ST,22522000,POINT (-122.46440075583486 37.714293874199285)
21214000,MOULTRIE,ST,21214000,POINT (-122.4157878908566 37.740406878740465)
23952000,25TH,ST,23952000,POINT (-122.4062194135342 37.751726209220585)
23752000,MARIPOSA,ST,23752000,POINT (-122.40147894353316 37.7635614589469)
26181000,MONO,ST,26181000,POINT (-122.44379475559553 37.75913525338848)
26032000,WALLER,ST,26032000,POINT (-122.43851676819877 37.77012624689261)
51065000,ACADIA,ST,51065000,POINT (-122.43746523185762 37.73293691586311)
27199000,WILLARD,ST,27199000,POINT (-122.45628364038998 37.774554712228195)
27570000,SACRAMENTO,ST,27570000,POINT (-122.45925576659273 37.78662329994653)
23858000,KANSAS,ST,23858000,POINT (-122.40375953672435 37.76731636396237)
51452000,SAN FRANCISCO GOLF CLUB,RD,51452000,POINT (-122.47325932976729 37.71163554027648)
27272000,FULTON,ST,27272000,POINT (-122.46481166976925 37.77348874404012)
27265000,MARTIN LUTHER KING JR,DR,27265000,POINT (-122.46975824031944 37.7692090563975)
21222000,WOOL,ST,21222000,POINT (-122.41713881885006 37.73912143780454)
23951000,25TH,ST,23951000,POINT (-122.40803684806922 37.75125680220876)
23381000,VICENTE,ST,23381000,POINT (-122.49578916024042 37.73842612389169)
52094000,TINGLEY,ST,52094000,POINT (-122.43573893752578 37.730775708567)
26969000,CHESTNUT,ST,26969000,POINT (-122.44030960592548 37.80030100770815)
33845000,GRANT,AVE,33845000,POINT (-122.40824512150925 37.8039261072566)
25562000,POLK,ST,25562000,POINT (-122.42214777489266 37.79782495161087)
21424000,MUNICH,ST,21424000,POINT (-122.43837011985616 37.711133130305974)
27499000,20TH,AVE,27499000,POINT (-122.47924078880973 37.77840833162914)
51015000,BALTIMORE,WAY,51015000,POINT (-122.43054807883178 37.710452765372054)
25650000,VICKSBURG,ST,25650000,POINT (-122.42861457057572 37.75238228578201)
25648000,SANCHEZ,ST,25648000,POINT (-122.42957653600145 37.75076201892796)
23889000,I-80 E ON,RAMP,23889000,POINT (-122.40029775941781 37.77779901106947)
52012000,WELDON,ST,52012000,POINT (-122.40919196176854 37.73413461384839)
24506000,HOWARD,ST,24506000,POINT (-122.3942762281187 37.789926229829106)
22356000,STANFORD HEIGHTS,AVE,22356000,POINT (-122.45044839422701 37.73380415630577)
21414000,WINDING,WAY,21414000,POINT (-122.43596796389772 37.70929859564179)
21390000,PRAGUE,ST,21390000,POINT (-122.43359983963002 37.71081378731344)
24764000,MONTGOMERY,ST,24764000,POINT (-122.40354916727382 37.79667132308738)
27402000,27TH,AVE,27402000,POINT (-122.48517626967421 37.755729836536105)
24238000,11TH,ST,24238000,POINT (-122.41402670689631 37.77186370645965)
51663000,BURROWS,ST,51663000,POINT (-122.40368305889551 37.72894427363208)
23848000,08TH,ST,23848000,POINT (-122.40087723898098 37.767488374380974)
25605000,FAIR OAKS,ST,25605000,POINT (-122.42398839754014 37.751911294505646)
26234000,KNOLLVIEW,WAY,26234000,POINT (-122.45123843889453 37.748833036974986)
23503000,47TH,AVE,23503000,POINT (-122.50569098783735 37.74171620538813)
20258000,ALANA,WAY,20258000,POINT (-122.39440306589792 37.708903825871914)
20380000,LELAND,AVE,20380000,POINT (-122.41015039278713 37.71330425542901)
23817000,VARNEY,PL,23817000,POINT (-122.39463146334711 37.780354394954024)
23400000,31ST,AVE,23400000,POINT (-122.4890664086524 37.74994278587207)
25666000,SANCHEZ,ST,25666000,POINT (-122.42988443913454 37.75395687086683)
21930000,BOSWORTH,ST,21930000,POINT (-122.43297411597445 37.73331082639984)
22937000,MONTEREY,BLVD,22937000,POINT (-122.47043575385139 37.733206060840125)
27643000,21ST,AVE,27643000,POINT (-122.4807253065081 37.78407660783413)
27378000,LINCOLN,WAY,27378000,POINT (-122.47939843027257 37.76535099320129)
24314000,LASKIE,ST,24314000,POINT (-122.41410689561272 37.776707687865894)
20741000,THOMAS,AVE,20741000,POINT (-122.40035733571284 37.73558082100216)
26108000,CORBETT,AVE,26108000,POINT (-122.44327613333994 37.75623377242934)
23469000,40TH,AVE,23469000,POINT (-122.49845283184163 37.74578604065068)
52154000,HWY 101 SOUTHBOUND,,52154000,POINT (-122.40300666965922 37.75244590544657)
27612000,LAKE,ST,27612000,POINT (-122.4700437467971 37.78643714722578)
23958000,BRYANT,ST,23958000,POINT (-122.40912990909432 37.75279558404515)
20574000,PAUL,AVE,20574000,POINT (-122.40078474767087 37.72361620970639)
50891000,BERNAL HEIGHTS,BLVD,50891000,POINT (-122.41641346910794 37.74200655956215)
